0	0	-1.00000000000000e-09	-1.00000000000000e-09	-1.00000000000000e-09	0	0	0	0	0	0	1	0	0	0	0
0	3.00000000000000e-09	-1.00000000000000e-09	-1.00000000000000e-09	-1.00000000000000e-09	0	0	0	0	0	0	0	1	0	0	0
-1.00000000000000e-09	-1.00000000000000e-09	100.000000002000	0	0	-100	0	0	0	0	0	0	0	0	0	0
-1.00000000000000e-09	-1.00000000000000e-09	0	100.000000002000	0	0	-100	0	0	0	0	0	0	0	0	0
-1.00000000000000e-09	-1.00000000000000e-09	0	0	100.000000002000	0	0	-100	0	0	0	0	0	0	0	0
0	0	-100	0	0	100.010000000000	0	0	-0.0100000000000000	0	0	0	0	0	0	0
0	0	0	-100	0	0	100.010000000000	0	0	-0.0100000000000000	0	0	0	0	0	0
0	0	0	0	-100	0	0	100.010000000000	0	0	-0.0100000000000000	0	0	0	0	0
0	0	0	0	0	-0.0100000000000000	0	0	0.0100000000000000	0	0	0	0	1	0	0
0	0	0	0	0	0	-0.0100000000000000	0	0	0.0100000000000000	0	0	0	0	1	0
0	0	0	0	0	0	0	-0.0100000000000000	0	0	0.0100000000000000	0	0	0	0	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
