3000	0	-1000	-1000	-1000	0	0	0	0	0	0	1	0	0	0	0
0	3000	-1000	-1000	-1000	0	0	0	0	0	0	0	1	0	0	0
-1000	-1000	2100	0	0	-100	0	0	0	0	0	0	0	0	0	0
-1000	-1000	0	2100	0	0	-100	0	0	0	0	0	0	0	0	0
-1000	-1000	0	0	2100	0	0	-100	0	0	0	0	0	0	0	0
0	0	-100	0	0	100.010000000000	0	0	-0.0100000000000000	0	0	0	0	0	0	0
0	0	0	-100	0	0	100.010000000000	0	0	-0.0100000000000000	0	0	0	0	0	0
0	0	0	0	-100	0	0	100.010000000000	0	0	-0.0100000000000000	0	0	0	0	0
0	0	0	0	0	-0.0100000000000000	0	0	0.0100000000000000	0	0	0	0	1	0	0
0	0	0	0	0	0	-0.0100000000000000	0	0	0.0100000000000000	0	0	0	0	1	0
0	0	0	0	0	0	0	-0.0100000000000000	0	0	0.0100000000000000	0	0	0	0	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
