1000	0	-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1000	0	-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
-1000	0	1130.00000300000	0	-1.00000000000000e-06	0	0	-1.00000000000000e-06	0	0	-1.00000000000000e-06	0	0	0	0	0	0	0	0	0	0
0	-1000	0	1130.00000300000	0	0	-1.00000000000000e-06	0	0	-1.00000000000000e-06	0	0	-1.00000000000000e-06	0	0	0	0	0	0	0	0
0	0	-1.00000000000000e-06	0	3.00000000000000e-06	-1.00000000000000e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-1.00000000000000e-06	0.000201880071956826	-1.00000000000000e-06	0	0	0	0	0	0	-0.000199880071956826	0	0	0	0	0	0	0
0	0	0	-1.00000000000000e-06	0	-1.00000000000000e-06	3.00000000000000e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-1.00000000000000e-06	0	0	0	0	3.00000000000000e-06	-1.00000000000000e-06	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-1.00000000000000e-06	0.000201880071956826	-1.00000000000000e-06	0	0	0	0	-0.000199880071956826	0	0	0	0	0	0
0	0	0	-1.00000000000000e-06	0	0	0	0	-1.00000000000000e-06	3.00000000000000e-06	0	0	0	0	0	0	0	0	0	0	0
0	0	-1.00000000000000e-06	0	0	0	0	0	0	0	3.00000000000000e-06	-1.00000000000000e-06	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	-1.00000000000000e-06	0.000201880071956826	-1.00000000000000e-06	0	0	-0.000199880071956826	0	0	0	0	0
0	0	0	-1.00000000000000e-06	0	0	0	0	0	0	0	-1.00000000000000e-06	3.00000000000000e-06	0	0	0	0	0	0	0	0
0	0	0	0	0	-0.000199880071956826	0	0	0	0	0	0	0	0.000199880071956826	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	-0.000199880071956826	0	0	0	0	0	0.000199880071956826	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	-0.000199880071956826	0	0	0	0.000199880071956826	0	0	0	0	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
